isin,pre5_to_exp_pct,exp_to_post10_pct
INE0ATZ01017,1.225897075724669,-7.241074807619519
INE0HV901016,0.36189586738268886,2.477608468070258
INE0S7E01015,-18.676203451407815,-11.978221415607981
INE841L01016,-0.6351351351351453,-3.1279749762001874
INE0RUJ01013,-21.702404158544507,-6.680497925311202
INE0OUW01013,1.1450381679389388,-14.276729559748425
INE0S6R01027,9.307875894988072,-11.615720524017469
INE01A001028,3.1633658930011688,-2.249826268241839
INE0PE401018,-13.61904761904762,-6.835722160970237
INE0T7B01010,-7.854523227383858,-15.4228855721393
INE0SH001010,2.7068594278683245,-20.425277029050616
INE552Z01027,6.95013661202184,-0.7344722976209361
INE0PMR01017,-3.125,-16.524028966425284
INE0SCO01019,-5.57440620455647,-7.802874743326493
INE998U01015,-1.8377199813113365,-10.883706171664276
INE0S2V01010,-2.7402481894032604,-5.939731754049815
INE0JRD01019,-15.212840195394273,-6.172839506172845
INE0SUN01013,1.3122099535925802,-16.205970620755018
INE168P01015,-0.08039200673761737,4.164591394965722
INE0B9K01025,1.9007092198581432,-1.8791759465478841
INE0M3I01029,-11.054913294797696,32.16896831844029
INE0U9101019,4.581334158798955,4.484238567411558
INE0R8C01018,-3.5420277296360547,4.7725996631106105
INE0P4701011,19.44142486830003,-1.9952394287314434
INE0T3401029,-0.0849617672047609,16.439909297052147
INE0RPM01017,4.861773117254531,-0.9090909090909038
INE0V9N01017,0.6075334143377908,-17.27053140096618
INE0UK501010,-3.532008830022082,-2.212051868802445
INE0SVY01018,-5.905905905905906,-3.8829787234042623
INE0R0J01010,43.35697399527185,-10.323218997361483
INE08NE01025,19.153100257984157,1.6126623861430378
INE0SA001017,-2.9356060606060663,-4.975609756097565
INE0QXL01015,6.2350119904076795,-20.541760722347636
INE0MNP01016,8.155559750802333,-12.585093384534819
INE0U1T01012,-2.596618357487912,6.943583384996899
INE0R3101011,-7.021791767554475,-12.760416666666663
INE0LQG01010,-6.689419795221852,-5.779078273591787
INE0SYV01018,-14.425969912905778,-10.621761658031081
INE0BSN01013,-4.980491163644707,-9.951690821256031
INE0SBP01018,-10.79660331581076,-3.5811423390752495
INE09XN01023,-6.736418060762039,6.605075289459461
INE0RFP01011,38.4429692214846,-14.272013949433305
INE0SZ301012,-2.6379870129870087,-10.796165068778663
INE0PCU01012,-9.207161125319697,2.704225352112677
INE0LAA01017,-2.660458929165277,-4.7147249743764945
INE06IJ01010,-13.326628111641936,20.800696257615314
INE0AG901020,-1.4993070429633493,0.0
INE0LXG01040,-4.256734286664454,-3.0305661688086127
INE0OXY01013,5.734230865120926,-5.435038905918422
INE0YAL01017,1.6393442622950838,-7.12365591397851
INE02RE01045,-4.824422651059789,8.53415323250788
INE00U401027,2.3769019941404457,1.1308562197092087
INE0TSF01011,-7.789358200767971,-7.436049970255798
INE0S3H01017,-16.169529922597704,-7.26269564238261
INE0U2N01013,1.0247136829415249,-5.757756563245831
INE00M901018,5.791999999999997,-3.1306715063520896
INE0R4Z01018,-6.555213374395075,-3.9548022598870136
INE0U2501017,-9.38375350140056,8.191653786707874
INE0PPK01015,-3.4078122488345963,-6.440339490763847
INE0BS701011,-0.7333394444953734,6.03472158094005
INE0SMY01017,-5.946234644828219,4.656445201590009
INE0DHF01018,-10.168758113370835,8.863198458574196
INE06HJ01020,-5.719150641025639,-4.15382980983745
INE0WL801011,0.14219694276571548,-8.626198083067093
INE01FR01028,10.83996224888768,-13.307383529984184
INE0RE001014,-1.4330297433284511,21.232876712328785
INE0RXB01022,-15.801526717557257,5.5303717135086305
INE0UYT01018,-14.738568045181266,-3.2692307692307687
INE08NZ01012,-8.080808080808088,4.5928430543815235
INE0S2G01011,-7.629593575079108,-6.9029113423791255
INE0RVQ01016,-7.451923076923073,-11.688311688311693
INE0TR001017,-7.969586032103637,2.38678090575275
INE377Y01014,4.322575902374481,-7.75843844690296
INE0RWQ01014,0.9498765697112832,-9.170166392004674
INE0O6601022,-0.11117287381878782,-18.37911670966762
INE0UL701015,0.14915832090347525,6.425531914893612
INE0LY301010,7.758620689655182,5.952000000000002
INE953R01016,5.905983508351542,-3.6201503959539583
INE0QRL01017,-6.087405590342787,-3.368160571899903
INE850M01015,-8.409339657059467,3.326030671181024
INE0CJF01024,-4.783040741967537,-10.638001808947328
INE0RMF01018,-14.5904243249376,13.1509032943677
INE0SUH01015,-20.79550367488111,7.5327510917030605
INE0S7C01019,-7.034482758620686,-1.4094955489614258
INE0Q6001012,-6.5606361829025905,2.695035460992923
INE0X6F01017,-11.460317460317471,8.641089996414486
INE939X01013,-9.96819338422391,8.994559457358854
INE0OO201011,-10.526315789473683,12.316176470588225
INE0MVO01012,-11.8933588761175,5.0915020837108305
INE0Q3J01015,4.730955607101017,35.93403942723066
INE0JQS01019,-4.838255977496486,32.60419745787762
INE0B2801011,-1.5950069348127482,-4.8625792811839315
INE184O01015,-10.455324727712778,-16.61739448714701
INE0TG801013,3.698630136986303,17.503302509907527
INE0U6201010,-5.073325406262386,8.559498956158663
INE0JVO01026,-2.312203925107148,5.137974829696335
INE0YRO01015,-10.182394924662974,8.599682147271782
INE0VJG01014,2.683363148479434,8.304297328687582
INE0V6F01027,-5.996793739640793,6.902532084634072
INE0VZS01015,-12.922057431366362,0.5798151839101262
INE0SFW01015,-4.3792687826436305,9.369747899159675
INE377N01017,-5.930626793010529,7.315540440632851
INE0OPA01019,2.9709748083241783,28.865842308203703
INE0YU901016,15.82446808510638,12.000437373571703
INE0SMR01011,4.64659685863873,31.269543464665418
INE0YHV01011,-5.318379160636755,40.886511272449376
INE497S01012,7.987636245322904,15.923470924977412
INE0LS001014,-5.530884134033098,1.4102564102564052
INE101I01011,1.3273001508295579,3.7014984618437996
INE0W2G01015,13.111171810980604,12.533204539966203
INE00H001014,8.349108299292606,4.4781609195402305
INE622W01025,-3.6817528735632155,-10.665672198396404
INE995S01015,-14.749999999999996,-6.557184750733147
INE0N1401016,-14.362934362934354,-1.7132551848512256
INE0UIZ01018,17.436925253477952,-8.964963357092671
INE0WVU01018,-0.7252946509519465,64.65753424657534
INE0ONG01011,-6.982065097055134,-4.054590176941996
INE0LLY01014,-8.723568187655161,-10.679672356656045
INE0VN801010,-6.47199283653368,17.578852188713356
INE0VHU01019,4.936925712505835,-8.682101513802321
INE0U7V01015,-7.710135096941939,3.6810191706988293
INE0T4V01015,-3.9437719640765367,23.617886178861802
INE0P8X01016,6.471981057616416,-10.118606375092664
INE877V01027,-1.5230408747721969,-5.5651024454725695
INE0TVT01024,1.72570390554041,-9.583333333333332
INE0DQN01013,-2.727360962826353,5.887048493314717
INE0RHD01013,-11.338718984420082,-8.883826879271073
INE0V9V01010,-11.193029490616613,-8.905660377358494
INE0WCH01015,-5.477051155657797,-24.012052381504244
INE0XAY01012,30.253310305123794,-40.110497237569064
INE01EA01019,-6.251100545870747,-4.47032306536439
INE570L01029,-0.30085470085470245,-9.41636376105891
INE0HLU01028,-13.175370992867098,-21.737488196411714
INE0P5R01014,-10.99050203527816,-8.871951219512198
INE115Q01022,-4.667229600061418,-6.127707544890882
INE00GK01023,-15.066036197619436,-15.358034171626034
INE0Q9301021,-9.421131199203836,-6.876030031129831
INE0LB101011,3.9151712887438794,-22.06959706959707
INE0TD101011,-14.520958083832324,-12.959719789842383
INE454P01035,-7.463677874636787,-0.5831688498115883
INE284H01025,-11.492054149499708,1.1803823773898658
INE0TO701015,-15.200783545543594,-2.541002541002546
INE0JPD01013,-3.845619880605289,3.508518625469237
INE037Z01029,5.4815036693125485,-3.8690898764730974
INE781S01027,-2.4308588064046677,13.904221990153665
INE0RB801010,6.709173962695081,4.994203157049859
INE0V7W01012,-7.0055904961565325,-18.560961863610736
INE0U3I01011,-5.121504076139949,-2.035027133695111
INE0SI601032,-4.791666666666661,-6.3457330415755075
INE622H01018,0.3984933675418967,4.447585906916052
INE0ZHT01012,-8.701174976182912,-6.78260869565217
INE0QP701017,3.101945003353457,-4.260855423646126
INE17CQ01015,-2.1513944223107595,4.234527687296419
INE506V01022,-3.8918256339538715,5.021921084097247
INE01TY01017,-0.42794831701095104,3.1242251425737777
INE13YH01017,-13.524462449361163,-5.369369369369359
INE0XAD01024,15.081374321880636,2.5769956002514194
INE1AE401014,10.213523131672586,6.748466257668717
INE1GUJ01014,4.3532858936793595,21.219414360208578
INE16NZ01023,-5.400045763099682,-0.927195033459649
INE00Q601028,-1.4979573309123917,-1.7695852534562295
INE956O01016,1.6445364843464594,12.104506232023017
INE0HOQ01053,-5.315509376583893,7.607895617263294
INE1FL101016,-4.096170970614422,-1.8570102135561761
INE0EDU01014,1.0196078431372602,-1.8245341614906874
INE15B701018,-0.6720818043128629,-1.3947696139476995
INE1BZN01016,-3.949652777777779,5.82919114324445
INE0LP301011,-4.60849465472406,-2.021808268968661
INE1C6T01020,-6.5890133754503815,-2.1346296100602347
INE0U9D01019,3.2246506628448524,24.748351266921187
INE1I1301016,-9.24162257495591,-3.355356911517038
INE19RI01016,-6.417166683616382,10.389045859595726
INE12UR01024,-4.731538723652829,14.1535946042614
INE0ILV01024,-6.514994829369181,-0.7079646017699059
INE606N01019,-5.301742456438596,-1.6717154717827865
INE0BUQ01012,-2.37467018469657,-12.285012285012286
INE0QPI01025,-7.661499666246385,-12.16867469879518
INE0UH001016,4.847560975609744,1.7446932247746405
INE0VDK01019,6.819162710401394,-8.646464646464647
INE1E4401010,-11.11702127659575,1.7354877318970674
INE0W4D01018,-5.782652043868386,16.93121693121693
INE1EF801010,6.512778235779049,8.823529411764719
INE1CW901027,-8.090909090909093,1.8793273986152492
INE21UM01018,-11.595744680851073,-9.747292418772558
INE1FJE01010,1.145792177005145,5.390625000000004
INE14UN01029,0.20128824476650653,-9.86339895540378
INE947N01017,2.9734073641145553,-3.9304717985101045
INE0VDM01015,-2.100456621004565,-4.647717295873576
INE1CJB01013,-2.798445308162123,-12.601393807837313
INE0SQZ01015,-3.9113723716934223,-5.882352941176472
INE433T01015,-1.5554242961212772,-14.379999999999992
INE02ZQ01018,-0.9282992726013184,-0.7342143906020504
INE0E7301029,-3.703084044392402,4.3782938553309725
INE10XK01019,-1.2345679012345734,-11.593137254901965
INE1IE301018,-0.14845605700712916,-14.689265536723173
INE119201023,2.0460704607046187,-2.5295445491966606
INE428V01029,-2.547964673637193,6.729166666666653
INE1FHV01026,-3.2982213780003433,1.7857142857142794
INE1E1V01017,7.239962061334171,8.225235849056611
INE14LM01012,-11.409966024915065,1.6299137104506256
INE346A01027,7.986315479693928,-0.1226366888093966
INE1A6Q01010,15.752212389380539,-16.758409785932727
INE19I001020,-14.41340782122904,-8.812010443864226
INE987S01020,1.8600028396990043,1.2963479230554853
INE1ITY01011,-6.17977528089888,1.978968891485322
INE0V0W01025,-1.5724815724815655,12.111832251622555
INE1CRP01016,-10.602161605764293,-6.563039723661468
INE1F9M01018,2.941176470588225,1.7142857142857126
INE1KEC01023,-7.321594068582026,13.99999999999999
INE0X4A01013,-7.124010554089722,2.2727272727272707
INE1IJQ01026,2.278481012658218,-3.935643564356428
INE0YJA01011,-1.1881188118812003,2.872411489645965
INE2HJL01019,12.328767123287676,-3.7398373983739797
INE1CEJ01017,-16.168032786885245,10.53532143730138
INE1HK501016,-4.641833810888252,-8.653846153846157
INE1H1501013,2.3745201194369514,-11.111111111111116
INE05XR01022,-3.740315255142934,-7.243963363863449
INE0ZE201010,6.705824767498769,-18.366972477064213
INE1KU201016,-4.732080723729981,-3.6523009495982417
INE121R01077,-7.869481765834941,-1.4192708333333304
INE0U8P01015,-3.618121009425368,-1.1251314405888446
INE0WKY01013,-8.666306695464353,-14.631983446644991
INE12UN01015,-3.270294822033204,-2.1002305131050947
INE1OOT01028,-4.811389379611352,-2.6637554585152823
INE1MTV01019,1.4519906323184895,-8.35641735918744
INE0JVH01012,-7.415384615384612,-2.6088401462279864
INE0T1301023,-12.688734030197434,-17.85833056202195
INE2B5L01011,4.429586293355614,-11.004401760704285
INE1KVQ01019,3.3060109289617445,-4.760645331922775
INE0SMX01019,-5.4570895522388145,-37.98717316230883
INE0XUD01014,2.7009850651414036,-17.048267326732656
INE1TY801010,14.92424242424244,-11.382113821138217
INE1N9E01015,-5.867768595041323,10.377524143985939
INE501X01029,-14.061150457764725,-4.391959798994982
INE212S01015,-0.29433867735471075,-4.597701149425282
INE0X7G01013,-6.924163918982584,-4.6558704453441235
INE1W3Q01011,6.323529411764706,0.8759797141539849
INE0P8B01020,-6.381129733085045,30.92428059939001
INE1ERK01013,-2.0109689213894,7.182835820895517
INE647U01026,-4.601226993865026,13.566658421963872
INE1YNB01019,-2.1296296296296258,50.047303689687794
INE132201018,22.763331864257385,13.498474241608328
INE1RDG01013,-9.910399131143087,12.296564195298366
INE0UH301010,22.406210734159025,22.42182058144224
INE0U0J01015,-0.5334281650071104,13.69324276010011
INE1XWN01017,1.4263074484944571,6.25
INE00XB01019,11.889763779527552,-0.49261083743843415
INE1OOJ01011,9.925352502073558,14.662977867203209
INE713R01022,5.0404001539053445,6.007326007326008
INE1TFS01019,3.017004936917167,-11.87433439829606
INE05HV01027,9.569848897122668,15.888196132304788
INE1U6D01014,34.17546103826885,15.198220386112649
INE05TO01019,-4.1930211072418455,-3.108078035754025
INE921L01032,2.897007136010221,6.107028257944291
INE0H9F01037,0.16606123508042803,-1.1708631229924382
INE1KI801019,24.353049907578562,17.168338907469337
INE24H301028,-6.372799183465161,22.74306738434284
INE0UMH01018,10.48548548548549,5.028312570781424
INE1OSW01015,-0.5386329866270523,-5.27544351073762
INE25E901019,-6.162390901877812,-3.7824126268320213
INE1K0V01011,-7.3295985060690905,-4.795969773299758
INE20PL01012,14.40485216072782,-9.100949856417051
INE12F801023,2.717764714863735,1.0405053883314475
INE2B6701015,-12.718640679660165,6.956770684225599
INE1K4J01018,1.7292126563649646,22.061482820976487
INE1CLW01015,0.4751131221719218,-2.9723035352397953
INE2OL601013,-5.003050640634543,55.74823378291587
INE1L3801017,-6.890459363957602,9.867172675521818
INE1G2W01011,3.926975373205277,0.46660567246110674
INE0YD301010,-5.222135619641477,-6.935307017543845
INE1GM501015,-6.721449641803623,-20.80415631353061
INE1RQS01010,-8.05354399824446,-11.742243436754174
INE00WV01027,-4.926206621459905,-7.006503041745327
INE0JUI01012,-4.930555555555549,-5.872899926953979
INE1W0N01014,-5.350454788657033,-21.76370830977954
INE2L0V01019,12.272525521526845,-15.121565526783954
INE1SEO01013,4.6099290780141855,-6.16949152542372
INE1QGM01024,-12.906007473411895,19.273927392739274
INE0V9I01017,-9.47747747747748,-1.273885350318471
INE0OC301013,-7.72413793103448,-11.297301549838723
INE1O7201010,-12.82051282051282,0.9803921568627416
INE0LZF01013,-11.29005570569741,3.674459089778659
INE1SJO01012,-9.138444998289586,-0.5217017156994519
INE0K3301012,0.9070294784580435,22.696629213483142
INE0ZK601013,3.30961954840705,0.0
INE226801012,-2.7431421446384108,-3.8461538461538436
INE147701010,0.5319148936170137,-6.8783068783068835
INE1L0M01019,-5.439576595119078,10.105721393034827
INE17QZ01016,4.031413612565449,2.7629592350276955
